"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04721","mmu04721","Synaptic vesicle cycle","13/487","77/8995",0.000221926459174886,0.00490255723449976,0.00422615936610549,"12286/12889/12890/235415/13429/20510/20513/116837/240332/20614/22318/66144/22348",13
"mmu04520","mmu04520","Adherens junction","12/487","71/8995",0.000380777232196337,0.00771073895197583,0.00664690080763782,"21872/108100/12386/12387/12388/380928/26409/93742/20411/83767/245880/73178",12
"mmu04910","mmu04910","Insulin signaling pathway","18/487","139/8995",0.000485482545684246,0.00907478912317475,0.00782275518956801,"108097/11836/109880/12402/208650/12928/12929/56637/16367/384783/19087/19088/72508/54646/107746/20418/20411/64930",18
"mmu04070","mmu04070","Phosphatidylinositol signaling system","14/487","96/8995",0.000614526306133097,0.0106664208850245,0.00919479209928468,"380921/104418/331374/18711/234515/64436/74302/320634/107650/18719/227333/101490/327655/227399",14
"mmu04724","mmu04724","Glutamatergic synapse","15/487","113/8995",0.00108617850593671,0.0175960917961747,0.0151683875565898,"12286/243961/210274/13385/224997/20510/20513/14802/14816/108071/26557/16519/14811/14812/58234",15
"mmu04136","mmu04136","Autophagy - other","7/487","32/8995",0.00134616483043085,0.0204448783621685,0.0176241316615618,"51897/329015/76559/67841/50540/18518/75669",7
"mmu05014","mmu05014","Amyotrophic lateral sclerosis","34/487","369/8995",0.00158577110363432,0.0226671987166553,0.0195398420819338,"56444/51897/329015/76559/20239/233871/68942/16594/69654/218210/13869/15114/15185/16593/74764/17184/380684/18040/14811/14812/18125/641340/227720/18141/75669/107939/19181/19185/19386/237782/18412/230908/108989/56491",34
"mmu03040","mmu03040","Spliceosome","16/487","134/8995",0.00232808999071469,0.0297750456707194,0.0256670309225608,"56215/71702/72047/212880/70767/319322/67039/67465/81898/67332/20227/66354/76938/67958/56070/60321",16
"mmu05135","mmu05135","Yersinia infection","16/487","134/8995",0.00232808999071469,0.0297750456707194,0.0256670309225608,"54126/69632/108100/12927/12928/12929/14083/19229/56637/26409/16151/18719/68652/73178/68524/330319",16
"mmu05010","mmu05010","Alzheimer disease","34/487","383/8995",0.00292957270532068,0.0355943083696462,0.0306834193873061,"11785/11789/11836/51897/329015/76559/12005/109880/12387/16594/13543/13544/15925/108071/56637/16367/384783/93687/27373/16593/74764/16151/14811/14812/18125/641340/75669/67738/19181/19185/20168/68585/20617/17762",34
"mmu05211","mmu05211","Renal cell carcinoma","10/487","68/8995",0.00337837694130442,0.0390926474636655,0.0336990983117584,"11836/109880/12928/12929/18479/224105/18481/107746/94315/209446",10
"mmu04666","mmu04666","Fc gamma R-mediated phagocytosis","12/487","92/8995",0.00385475628757727,0.0425775353582398,0.0367031818769319,"218038/13196/211914/30948/12928/12929/18479/14389/72508/18719/83767/245880",12
"mmu04390","mmu04390","Hippo signaling pathway","17/487","157/8995",0.00482633034880497,0.048638841880885,0.0419282197716964,"11789/12005/12168/12386/12387/13383/23859/53310/13385/13543/13544/56637/27373/211652/56217/93742/105782",17
"mmu04010","mmu04010","MAPK signaling pathway","27/487","294/8995",0.00487609916149736,0.048638841880885,0.0419282197716964,"76089/11836/109880/12286/12295/12300/81905/12928/12929/13869/18479/30957/16590/26404/71751/26409/26412/225028/26921/16151/224105/19042/218397/19417/16765/68652/17762",27
"mmu00562","mmu00562","Inositol phosphate metabolism","10/487","72/8995",0.00513866743160152,0.048638841880885,0.0419282197716964,"18711/234515/64436/74302/320634/107650/18719/170835/269615/101490",10
"mmu03250","mmu03250","Viral life cycle - HIV-1","9/487","61/8995",0.00520415592141156,0.048638841880885,0.0419282197716964,"12121/76895/75608/218210/15239/17754/17755/101739/19386",9
